ProductCode;Family;Name;IsActive
OFF-AR-10004456;Office Supplies;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;TRUE
OFF-AR-10004511;Office Supplies;Sanford Colorific Scented Colored Pencils, 12/Pack;TRUE
OFF-AR-10004582;Office Supplies;BIC Brite Liner Grip Highlighters;TRUE
OFF-AR-10004587;Office Supplies;Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606;TRUE
OFF-AR-10004602;Office Supplies;Boston KS Multi-Size Manual Pencil Sharpener;TRUE
OFF-AR-10004648;Office Supplies;Boston 19500 Mighty Mite Electric Pencil Sharpener;TRUE
OFF-AR-10004685;Office Supplies;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;TRUE
OFF-AR-10004691;Office Supplies;Boston 1730 StandUp Electric Pencil Sharpener;TRUE
OFF-AR-10004707;Office Supplies;Staples in misc. colors;TRUE
OFF-AR-10004752;Office Supplies;Blackstonian Pencils;TRUE
OFF-AR-10004757;Office Supplies;Crayola Colored Pencils;TRUE
OFF-AR-10004790;Office Supplies;Staples in misc. colors;TRUE
OFF-AR-10004817;Office Supplies;Colorific Watercolor Pencils;TRUE
OFF-AR-10004930;Office Supplies;Turquoise Lead Holder with Pocket Clip;TRUE
OFF-AR-10004956;Office Supplies;Newell 33;TRUE
OFF-AR-10004974;Office Supplies;Newell 342;TRUE
OFF-AR-10004999;Office Supplies;Newell 315;TRUE
OFF-BI-10000014;Office Supplies;Heavy-Duty E-Z-D Binders;TRUE
OFF-BI-10000042;Office Supplies;"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";TRUE
OFF-BI-10000050;Office Supplies;Angle-D Binders with Locking Rings, Label Holders;TRUE
OFF-BI-10000069;Office Supplies;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;TRUE
OFF-BI-10000088;Office Supplies;GBC Imprintable Covers;TRUE
OFF-BI-10000136;Office Supplies;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;TRUE
OFF-BI-10000138;Office Supplies;Acco Translucent Poly Ring Binders;TRUE
OFF-BI-10000145;Office Supplies;Zipper Ring Binder Pockets;TRUE
OFF-BI-10000174;Office Supplies;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear;TRUE
OFF-BI-10000201;Office Supplies;Avery Triangle Shaped Sheet Lifters, Black, 2/Pack;TRUE
OFF-BI-10000216;Office Supplies;"Mead 1st Gear 2"" Zipper Binder, Asst. Colors";TRUE
OFF-BI-10000279;Office Supplies;"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders";TRUE
OFF-BI-10000285;Office Supplies;XtraLife ClearVue Slant-D Ring Binders by Cardinal;TRUE
OFF-BI-10000301;Office Supplies;GBC Instant Report Kit;TRUE
OFF-BI-10000309;Office Supplies;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";TRUE
OFF-BI-10000315;Office Supplies;Poly Designer Cover & Back;TRUE
OFF-BI-10000320;Office Supplies;GBC Plastic Binding Combs;TRUE
OFF-BI-10000343;Office Supplies;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";TRUE
OFF-BI-10000404;Office Supplies;Avery Printable Repositionable Plastic Tabs;TRUE
OFF-BI-10000474;Office Supplies;Avery Recycled Flexi-View Covers for Binding Systems;TRUE
OFF-BI-10000494;Office Supplies;Acco Economy Flexible Poly Round Ring Binder;TRUE
OFF-BI-10000545;Office Supplies;GBC Ibimaster 500 Manual ProClick Binding System;TRUE
OFF-BI-10000546;Office Supplies;Avery Durable Binders;TRUE
OFF-BI-10000591;Office Supplies;Avery Binder Labels;TRUE
OFF-BI-10000605;Office Supplies;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";TRUE
OFF-BI-10000632;Office Supplies;Satellite Sectional Post Binders;TRUE
OFF-BI-10000666;Office Supplies;Surelock Post Binders;TRUE
OFF-BI-10000756;Office Supplies;Storex DuraTech Recycled Plastic Frosted Binders;TRUE
OFF-BI-10000773;Office Supplies;Insertable Tab Post Binder Dividers;TRUE
OFF-BI-10000778;Office Supplies;GBC VeloBinder Electric Binding Machine;TRUE
OFF-BI-10000822;Office Supplies;"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""";TRUE
OFF-BI-10000829;Office Supplies;Avery Non-Stick Binders;TRUE
OFF-BI-10000831;Office Supplies;Storex Flexible Poly Binders with Double Pockets;TRUE
OFF-BI-10000848;Office Supplies;Angle-D Ring Binders;TRUE
OFF-BI-10000948;Office Supplies;GBC Laser Imprintable Binding System Covers, Desert Sand;TRUE
OFF-BI-10000962;Office Supplies;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";TRUE
OFF-BI-10000977;Office Supplies;Ibico Plastic Spiral Binding Combs;TRUE
OFF-BI-10001031;Office Supplies;Pressboard Data Binders by Wilson Jones;TRUE
OFF-BI-10001036;Office Supplies;Cardinal EasyOpen D-Ring Binders;TRUE
OFF-BI-10001071;Office Supplies;GBC ProClick Punch Binding System;TRUE
OFF-BI-10001072;Office Supplies;GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack;TRUE
OFF-BI-10001078;Office Supplies;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";TRUE
OFF-BI-10001097;Office Supplies;Avery Hole Reinforcements;TRUE
OFF-BI-10001098;Office Supplies;Acco D-Ring Binder w/DublLock;TRUE
OFF-BI-10001107;Office Supplies;GBC White Gloss Covers, Plain Front;TRUE
OFF-BI-10001116;Office Supplies;"Wilson Jones 1"" Hanging DublLock Ring Binders";TRUE
OFF-BI-10001120;Office Supplies;Ibico EPK-21 Electric Binding System;TRUE
OFF-BI-10001132;Office Supplies;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""";TRUE
OFF-BI-10001153;Office Supplies;Ibico Recycled Grain-Textured Covers;TRUE
OFF-BI-10001191;Office Supplies;Canvas Sectional Post Binders;TRUE
OFF-BI-10001196;Office Supplies;Avery Flip-Chart Easel Binder, Black;TRUE
OFF-BI-10001249;Office Supplies;Avery Heavy-Duty EZD View Binder with Locking Rings;TRUE
OFF-BI-10001267;Office Supplies;Universal Recycled Hanging Pressboard Report Binders, Letter Size;TRUE
OFF-BI-10001294;Office Supplies;Fellowes Binding Cases;TRUE
OFF-BI-10001308;Office Supplies;GBC Standard Plastic Binding Systems' Combs;TRUE
OFF-BI-10001359;Office Supplies;GBC DocuBind TL300 Electric Binding System;TRUE
OFF-BI-10001460;Office Supplies;Plastic Binding Combs;TRUE
OFF-BI-10001510;Office Supplies;Deluxe Heavy-Duty Vinyl Round Ring Binder;TRUE
OFF-BI-10001524;Office Supplies;GBC Premium Transparent Covers with Diagonal Lined Pattern;TRUE
OFF-BI-10001525;Office Supplies;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";TRUE
OFF-BI-10001543;Office Supplies;GBC VeloBinder Manual Binding System;TRUE
OFF-BI-10001553;Office Supplies;SpineVue Locking Slant-D Ring Binders by Cardinal;TRUE
OFF-BI-10001575;Office Supplies;GBC Linen Binding Covers;TRUE
OFF-BI-10001597;Office Supplies;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";TRUE
OFF-BI-10001617;Office Supplies;GBC Wire Binding Combs;TRUE
OFF-BI-10001628;Office Supplies;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";TRUE
OFF-BI-10001634;Office Supplies;Wilson Jones Active Use Binders;TRUE
OFF-BI-10001636;Office Supplies;Ibico Plastic and Wire Spiral Binding Combs;TRUE
OFF-BI-10001658;Office Supplies;GBC Standard Therm-A-Bind Covers;TRUE
OFF-BI-10001670;Office Supplies;Vinyl Sectional Post Binders;TRUE
OFF-BI-10001679;Office Supplies;GBC Instant Index System for Binding Systems;TRUE
OFF-BI-10001718;Office Supplies;GBC DocuBind P50 Personal Binding Machine;TRUE
OFF-BI-10001721;Office Supplies;Trimflex Flexible Post Binders;TRUE
OFF-BI-10001757;Office Supplies;Pressboard Hanging Data Binders for Unburst Sheets;TRUE
OFF-BI-10001758;Office Supplies;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;TRUE
OFF-BI-10001759;Office Supplies;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";TRUE
OFF-BI-10001765;Office Supplies;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;TRUE
OFF-BI-10001787;Office Supplies;Wilson Jones Four-Pocket Poly Binders;TRUE
OFF-BI-10001890;Office Supplies;Avery Poly Binder Pockets;TRUE
OFF-BI-10001900;Office Supplies;DXL Angle-View Binders with Locking Rings, Black;TRUE
OFF-BI-10001922;Office Supplies;Storex Dura Pro Binders;TRUE
OFF-BI-10001982;Office Supplies;Wilson Jones Custom Binder Spines & Labels;TRUE
OFF-BI-10001989;Office Supplies;Premium Transparent Presentation Covers by GBC;TRUE
OFF-BI-10002003;Office Supplies;Ibico Presentation Index for Binding Systems;TRUE
OFF-BI-10002012;Office Supplies;Wilson Jones Easy Flow II Sheet Lifters;TRUE
OFF-BI-10002026;Office Supplies;Avery Arch Ring Binders;TRUE
OFF-BI-10002026;Office Supplies;Ibico Recycled Linen-Style Covers;TRUE
OFF-BI-10002049;Office Supplies;UniKeep View Case Binders;TRUE
OFF-BI-10002071;Office Supplies;Fellowes Black Plastic Comb Bindings;TRUE
OFF-BI-10002072;Office Supplies;Cardinal Slant-D Ring Binders;TRUE
OFF-BI-10002082;Office Supplies;GBC Twin Loop Wire Binding Elements;TRUE
OFF-BI-10002103;Office Supplies;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;TRUE
OFF-BI-10002133;Office Supplies;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";TRUE
OFF-BI-10002160;Office Supplies;Acco Hanging Data Binders;TRUE
OFF-BI-10002194;Office Supplies;Cardinal Hold-It CD Pocket;TRUE
OFF-BI-10002215;Office Supplies;"Wilson Jones Hanging View Binder, White, 1""";TRUE
OFF-BI-10002225;Office Supplies;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";TRUE
OFF-BI-10002309;Office Supplies;Avery Heavy-Duty EZD  Binder With Locking Rings;TRUE
OFF-BI-10002353;Office Supplies;GBC VeloBind Cover Sets;TRUE
OFF-BI-10002393;Office Supplies;Binder Posts;TRUE
OFF-BI-10002412;Office Supplies;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;TRUE
OFF-BI-10002414;Office Supplies;GBC ProClick Spines for 32-Hole Punch;TRUE
OFF-BI-10002429;Office Supplies;Premier Elliptical Ring Binder, Black;TRUE
OFF-BI-10002432;Office Supplies;Wilson Jones Standard D-Ring Binders;TRUE
OFF-BI-10002437;Office Supplies;Recycled Premium Regency Composition Covers;TRUE
OFF-BI-10002498;Office Supplies;Clear Mylar Reinforcing Strips;TRUE
OFF-BI-10002557;Office Supplies;Presstex Flexible Ring Binders;TRUE
OFF-BI-10002571;Office Supplies;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";TRUE
OFF-BI-10002609;Office Supplies;Avery Hidden Tab Dividers for Binding Systems;TRUE
OFF-BI-10002706;Office Supplies;Avery Premier Heavy-Duty Binder with Round Locking Rings;TRUE
OFF-BI-10002735;Office Supplies;GBC Prestige Therm-A-Bind Covers;TRUE
OFF-BI-10002764;Office Supplies;Recycled Pressboard Report Cover with Reinforced Top Hinge;TRUE
OFF-BI-10002794;Office Supplies;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";TRUE
OFF-BI-10002799;Office Supplies;"SlimView Poly Binder, 3/8""";TRUE
OFF-BI-10002813;Office Supplies;Avery Reinforcements for Hole-Punch Pages;TRUE
OFF-BI-10002824;Office Supplies;Recycled Easel Ring Binders;TRUE
OFF-BI-10002827;Office Supplies;Avery Durable Poly Binders;TRUE
OFF-BI-10002852;Office Supplies;Ibico Standard Transparent Covers;TRUE
OFF-BI-10002854;Office Supplies;Performers Binder/Pad Holder, Black;TRUE
OFF-BI-10002867;Office Supplies;GBC Recycled Regency Composition Covers;TRUE
OFF-BI-10002897;Office Supplies;"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""";TRUE
OFF-BI-10002931;Office Supplies;"Avery Trapezoid Extra Heavy Duty 4"" Binders";TRUE
OFF-BI-10002949;Office Supplies;Prestige Round Ring Binders;TRUE
OFF-BI-10002954;Office Supplies;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;TRUE
OFF-BI-10002976;Office Supplies;ACCOHIDE Binder by Acco;TRUE
OFF-BI-10002982;Office Supplies;Avery Self-Adhesive Photo Pockets for Polaroid Photos;TRUE
OFF-BI-10003007;Office Supplies;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";TRUE
OFF-BI-10003091;Office Supplies;GBC DocuBind TL200 Manual Binding Machine;TRUE
OFF-BI-10003094;Office Supplies;Self-Adhesive Ring Binder Labels;TRUE
OFF-BI-10003166;Office Supplies;GBC Plasticlear Binding Covers;TRUE
OFF-BI-10003196;Office Supplies;Accohide Poly Flexible Ring Binders;TRUE
OFF-BI-10003274;Office Supplies;Avery Durable Slant Ring Binders, No Labels;TRUE
OFF-BI-10003291;Office Supplies;Wilson Jones Leather-Like Binders with DublLock Round Rings;TRUE
OFF-BI-10003305;Office Supplies;Avery Hanging File Binders;TRUE
OFF-BI-10003314;Office Supplies;Tuff Stuff Recycled Round Ring Binders;TRUE
OFF-BI-10003350;Office Supplies;Acco Expandable Hanging Binders;TRUE
OFF-BI-10003355;Office Supplies;Cardinal Holdit Business Card Pockets;TRUE
OFF-BI-10003364;Office Supplies;Binding Machine Supplies;TRUE
OFF-BI-10003429;Office Supplies;Cardinal HOLDit! Binder Insert Strips,Extra Strips;TRUE
OFF-BI-10003460;Office Supplies;Acco 3-Hole Punch;TRUE
OFF-BI-10003476;Office Supplies;Avery Metallic Poly Binders;TRUE
OFF-BI-10003527;Office Supplies;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;TRUE
OFF-BI-10003529;Office Supplies;Avery Round Ring Poly Binders;TRUE
OFF-BI-10003638;Office Supplies;GBC Durable Plastic Covers;TRUE
OFF-BI-10003650;Office Supplies;GBC DocuBind 300 Electric Binding Machine;TRUE
OFF-BI-10003655;Office Supplies;Durable Pressboard Binders;TRUE
OFF-BI-10003656;Office Supplies;Fellowes PB200 Plastic Comb Binding Machine;TRUE
OFF-BI-10003669;Office Supplies;3M Organizer Strips;TRUE
OFF-BI-10003676;Office Supplies;GBC Standard Recycled Report Covers, Clear Plastic Sheets;TRUE
OFF-BI-10003684;Office Supplies;Wilson Jones Legal Size Ring Binders;TRUE
OFF-BI-10003694;Office Supplies;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";TRUE
OFF-BI-10003707;Office Supplies;Aluminum Screw Posts;TRUE
OFF-BI-10003708;Office Supplies;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";TRUE
OFF-BI-10003712;Office Supplies;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";TRUE
OFF-BI-10003718;Office Supplies;GBC Therma-A-Bind 250T Electric Binding System;TRUE
OFF-BI-10003719;Office Supplies;Large Capacity Hanging Post Binders;TRUE
OFF-BI-10003727;Office Supplies;Avery Durable Slant Ring Binders With Label Holder;TRUE
OFF-BI-10003784;Office Supplies;Computer Printout Index Tabs;TRUE
OFF-BI-10003876;Office Supplies;"Green Canvas Binder for 8-1/2"" x 14"" Sheets";TRUE
OFF-BI-10003910;Office Supplies;DXL Angle-View Binders with Locking Rings by Samsill;TRUE
OFF-BI-10003925;Office Supplies;Fellowes PB300 Plastic Comb Binding Machine;TRUE
OFF-BI-10003963;Office Supplies;Cardinal Holdit Data Disk Pockets;TRUE
OFF-BI-10003981;Office Supplies;"Avery Durable Plastic 1"" Binders";TRUE
OFF-BI-10003982;Office Supplies;Wilson Jones Century Plastic Molded Ring Binders;TRUE
OFF-BI-10003984;Office Supplies;Lock-Up Easel 'Spel-Binder';TRUE
OFF-BI-10004001;Office Supplies;GBC Recycled VeloBinder Covers;TRUE
OFF-BI-10004002;Office Supplies;Wilson Jones International Size A4 Ring Binders;TRUE
OFF-BI-10004022;Office Supplies;Acco Suede Grain Vinyl Round Ring Binder;TRUE
OFF-BI-10004040;Office Supplies;Wilson Jones Impact Binders;TRUE
OFF-BI-10004094;Office Supplies;GBC Standard Plastic Binding Systems Combs;TRUE
OFF-BI-10004099;Office Supplies;GBC VeloBinder Strips;TRUE
OFF-BI-10004139;Office Supplies;Fellowes Presentation Covers for Comb Binding Machines;TRUE
OFF-BI-10004140;Office Supplies;Avery Non-Stick Binders;TRUE
OFF-BI-10004141;Office Supplies;Insertable Tab Indexes For Data Binders;TRUE
OFF-BI-10004182;Office Supplies;Economy Binders;TRUE
OFF-BI-10004187;Office Supplies;3-ring staple pack;TRUE
OFF-BI-10004209;Office Supplies;Fellowes Twister Kit, Gray/Clear, 3/pkg;TRUE
OFF-BI-10004224;Office Supplies;Catalog Binders with Expanding Posts;TRUE
OFF-BI-10004230;Office Supplies;GBC Recycled Grain Textured Covers;TRUE
OFF-BI-10004233;Office Supplies;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";TRUE
OFF-BI-10004236;Office Supplies;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";TRUE
OFF-BI-10004308;Office Supplies;Avery Legal 4-Ring Binder;TRUE
OFF-BI-10004318;Office Supplies;Ibico EB-19 Dual Function Manual Binding System;TRUE
OFF-BI-10004330;Office Supplies;GBC Velobind Prepunched Cover Sets, Regency Series;TRUE
OFF-BI-10004352;Office Supplies;Wilson Jones DublLock D-Ring Binders;TRUE
OFF-BI-10004364;Office Supplies;Storex Dura Pro Binders;TRUE
OFF-BI-10004390;Office Supplies;GBC DocuBind 200 Manual Binding Machine;TRUE
OFF-BI-10004410;Office Supplies;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;TRUE
OFF-BI-10004465;Office Supplies;Avery Durable Slant Ring Binders;TRUE
OFF-BI-10004492;Office Supplies;Tuf-Vin Binders;TRUE
OFF-BI-10004506;Office Supplies;Wilson Jones data.warehouse D-Ring Binders with DublLock;TRUE
OFF-BI-10004519;Office Supplies;GBC DocuBind P100 Manual Binding Machine;TRUE
OFF-BI-10004528;Office Supplies;Cardinal Poly Pocket Divider Pockets for Ring Binders;TRUE
OFF-BI-10004584;Office Supplies;GBC ProClick 150 Presentation Binding System;TRUE
OFF-BI-10004593;Office Supplies;Ibico Laser Imprintable Binding System Covers;TRUE
OFF-BI-10004600;Office Supplies;Ibico Ibimaster 300 Manual Binding System;TRUE
OFF-BI-10004632;Office Supplies;Ibico Hi-Tech Manual Binding System;TRUE
OFF-BI-10004632;Office Supplies;GBC Binding covers;TRUE
OFF-BI-10004654;Office Supplies;VariCap6 Expandable Binder;TRUE
OFF-BI-10004654;Office Supplies;Avery Binding System Hidden Tab Executive Style Index Sets;TRUE
OFF-BI-10004656;Office Supplies;Peel & Stick Add-On Corner Pockets;TRUE
OFF-BI-10004716;Office Supplies;Wilson Jones Hanging Recycled Pressboard Data Binders;TRUE
OFF-BI-10004728;Office Supplies;Wilson Jones Turn Tabs Binder Tool for Ring Binders;TRUE
OFF-BI-10004738;Office Supplies;Flexible Leather- Look Classic Collection Ring Binder;TRUE
OFF-BI-10004781;Office Supplies;GBC Wire Binding Strips;TRUE
OFF-BI-10004817;Office Supplies;GBC Personal VeloBind Strips;TRUE
OFF-BI-10004826;Office Supplies;JM Magazine Binder;TRUE
OFF-BI-10004828;Office Supplies;GBC Poly Designer Binding Covers;TRUE
OFF-BI-10004876;Office Supplies;Wilson Jones Suede Grain Vinyl Binders;TRUE
OFF-BI-10004965;Office Supplies;Ibico Covers for Plastic or Wire Binding Elements;TRUE
OFF-BI-10004967;Office Supplies;Round Ring Binders;TRUE
OFF-BI-10004970;Office Supplies;"ACCOHIDE 3-Ring Binder, Blue, 1""";TRUE
OFF-BI-10004995;Office Supplies;GBC DocuBind P400 Electric Binding System;TRUE
OFF-EN-10000056;Office Supplies;Cameo Buff Policy Envelopes;TRUE
OFF-EN-10000461;Office Supplies;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";TRUE
OFF-EN-10000483;Office Supplies;White Envelopes, White Envelopes with Clear Poly Window;TRUE
OFF-EN-10000781;Office Supplies;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";TRUE
OFF-EN-10000927;Office Supplies;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;TRUE
OFF-EN-10001028;Office Supplies;Staple envelope;TRUE
OFF-EN-10001099;Office Supplies;Staple envelope;TRUE
OFF-EN-10001137;Office Supplies;#10 Gummed Flap White Envelopes, 100/Box;TRUE
OFF-EN-10001141;Office Supplies;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";TRUE
OFF-EN-10001219;Office Supplies;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";TRUE
OFF-EN-10001335;Office Supplies;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;TRUE
OFF-EN-10001415;Office Supplies;Staple envelope;TRUE
OFF-EN-10001434;Office Supplies;Strathmore #10 Envelopes, Ultimate White;TRUE
OFF-EN-10001453;Office Supplies;"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box";TRUE
OFF-EN-10001509;Office Supplies;Poly String Tie Envelopes;TRUE
OFF-EN-10001532;Office Supplies;Brown Kraft Recycled Envelopes;TRUE
OFF-EN-10001535;Office Supplies;Grip Seal Envelopes;TRUE
OFF-EN-10001539;Office Supplies;Staple envelope;TRUE
OFF-EN-10001749;Office Supplies;Jiffy Padded Mailers with Self-Seal Closure;TRUE
OFF-EN-10001990;Office Supplies;Staple envelope;TRUE
OFF-EN-10002230;Office Supplies;Airmail Envelopes;TRUE
OFF-EN-10002312;Office Supplies;#10 Self-Seal White Envelopes;TRUE
OFF-EN-10002500;Office Supplies;Globe Weis Peel & Seel First Class Envelopes;TRUE
OFF-EN-10002504;Office Supplies;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;TRUE
OFF-EN-10002592;Office Supplies;Peel & Seel Recycled Catalog Envelopes, Brown;TRUE
OFF-EN-10002600;Office Supplies;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;TRUE
OFF-EN-10002621;Office Supplies;Staple envelope;TRUE
OFF-EN-10002831;Office Supplies;Tyvek  Top-Opening Peel & Seel  Envelopes, Gray;TRUE
OFF-EN-10002973;Office Supplies;Ampad #10 Peel & Seel Holiday Envelopes;TRUE
OFF-EN-10002986;Office Supplies;"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";TRUE
OFF-EN-10003001;Office Supplies;Ames Color-File Green Diamond Border X-ray Mailers;TRUE
OFF-EN-10003040;Office Supplies;Quality Park Security Envelopes;TRUE
OFF-EN-10003055;Office Supplies;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;TRUE
OFF-EN-10003068;Office Supplies;#6 3/4 Gummed Flap White Envelopes;TRUE
OFF-EN-10003072;Office Supplies;Peel & Seel Envelopes;TRUE
OFF-EN-10003134;Office Supplies;Staple envelope;TRUE
OFF-EN-10003160;Office Supplies;Pastel Pink Envelopes;TRUE
OFF-EN-10003286;Office Supplies;Staple envelope;TRUE
OFF-EN-10003296;Office Supplies;Tyvek Side-Opening Peel & Seel Expanding Envelopes;TRUE
OFF-EN-10003448;Office Supplies;Peel & Seel Recycled Catalog Envelopes, Brown;TRUE
OFF-EN-10003567;Office Supplies;"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box";TRUE
OFF-EN-10003798;Office Supplies;Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13;TRUE
OFF-EN-10003845;Office Supplies;Colored Envelopes;TRUE
OFF-EN-10003862;Office Supplies;Laser & Ink Jet Business Envelopes;TRUE
OFF-EN-10004007;Office Supplies;Park Ridge Embossed Executive Business Envelopes;TRUE
OFF-EN-10004030;Office Supplies;Convenience Packs of Business Envelopes;TRUE
OFF-EN-10004147;Office Supplies;Wausau Papers Astrobrights Colored Envelopes;TRUE
OFF-EN-10004206;Office Supplies;Multimedia Mailers;TRUE
OFF-EN-10004386;Office Supplies;Recycled Interoffice Envelopes with String and Button Closure, 10 x 13;TRUE
OFF-EN-10004459;Office Supplies;Security-Tint Envelopes;TRUE
OFF-EN-10004483;Office Supplies;#10 White Business Envelopes,4 1/8 x 9 1/2;TRUE
OFF-EN-10004773;Office Supplies;Staple envelope;TRUE
OFF-EN-10004846;Office Supplies;Letter or Legal Size Expandable Poly String Tie Envelopes;TRUE
OFF-EN-10004955;Office Supplies;Fashion Color Clasp Envelopes;TRUE
OFF-FA-10000053;Office Supplies;Revere Boxed Rubber Bands by Revere;TRUE
OFF-FA-10000089;Office Supplies;Acco Glide Clips;TRUE
OFF-FA-10000134;Office Supplies;Advantus Push Pins, Aluminum Head;TRUE
OFF-FA-10000254;Office Supplies;Sterling Rubber Bands by Alliance;TRUE
OFF-FA-10000304;Office Supplies;Advantus Push Pins;TRUE
OFF-FA-10000490;Office Supplies;"OIC Binder Clips, Mini, 1/4"" Capacity, Black";TRUE
OFF-FA-10000585;Office Supplies;OIC Bulk Pack Metal Binder Clips;TRUE
OFF-FA-10000611;Office Supplies;Binder Clips by OIC;TRUE
OFF-FA-10000621;Office Supplies;OIC Colored Binder Clips, Assorted Sizes;TRUE
OFF-FA-10000624;Office Supplies;OIC Binder Clips;TRUE
OFF-FA-10000735;Office Supplies;Staples;TRUE
OFF-FA-10000840;Office Supplies;OIC Thumb-Tacks;TRUE
OFF-FA-10000936;Office Supplies;Acco Hot Clips Clips to Go;TRUE
OFF-FA-10000992;Office Supplies;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;TRUE
OFF-FA-10001135;Office Supplies;Brites Rubber Bands, 1 1/2 oz. Box;TRUE
OFF-FA-10001229;Office Supplies;Staples;TRUE
OFF-FA-10001332;Office Supplies;"Acco Banker's Clasps, 5 3/4""-Long";TRUE
OFF-FA-10001561;Office Supplies;Stockwell Push Pins;TRUE
OFF-FA-10001754;Office Supplies;Stockwell Gold Paper Clips;TRUE
OFF-FA-10001843;Office Supplies;Staples;TRUE
OFF-FA-10001883;Office Supplies;Alliance Super-Size Bands, Assorted Sizes;TRUE
OFF-FA-10002280;Office Supplies;Advantus Plastic Paper Clips;TRUE
OFF-FA-10002676;Office Supplies;Colored Push Pins;TRUE
OFF-FA-10002701;Office Supplies;Alliance Rubber Bands;TRUE
OFF-FA-10002763;Office Supplies;Advantus Map Pennant Flags and Round Head Tacks;TRUE
OFF-FA-10002780;Office Supplies;Staples;TRUE
OFF-FA-10002815;Office Supplies;Staples;TRUE
OFF-FA-10002975;Office Supplies;Staples;TRUE
OFF-FA-10002983;Office Supplies;Advantus SlideClip Paper Clips;TRUE
OFF-FA-10002988;Office Supplies;Ideal Clamps;TRUE
OFF-FA-10003021;Office Supplies;Staples;TRUE
OFF-FA-10003059;Office Supplies;Assorted Color Push Pins;TRUE
OFF-FA-10003112;Office Supplies;Staples;TRUE
OFF-FA-10003467;Office Supplies;Alliance Big Bands Rubber Bands, 12/Pack;TRUE
OFF-FA-10003472;Office Supplies;Bagged Rubber Bands;TRUE
OFF-FA-10003485;Office Supplies;Staples;TRUE
OFF-FA-10003495;Office Supplies;Staples;TRUE
OFF-FA-10004076;Office Supplies;Translucent Push Pins by OIC;TRUE
